TIME,SL,EEG,BP,HR,CIRCLUATION,target
6398.54,10260.8,-3.16E+03,16,109,689,1
7048.35,8524,-2436,52,110,483,0
10854.9,22427,-5016,26,178,1112,0
9307.48,39108,-2.77E+03,27,196,1885,1
17196.9,111935,-6.33E+03,40,322,4619,1
9039.76,26087.5,-3072.51,38,157,1519,1
14189.6,141190,-5.43E+03,42,315,5844,1
13196.8,55759,-7015,180,258,2466,0
10844.4,39009.2,-3662.79,31,193,2118,1
14982.3,116362,-6.26E+03,60,271,4426,1
9161.35,37874.8,-2.10E+03,16,196,1885,1
5091.29,3113.76,-779.464,44,51,132,1
11837.8,114856,-4.34E+03,41,235,4905,1
5216.43,4254.21,-1.21E+03,14,79,317,1
21967.7,493087,-9273,174,511,12198,0
6338.1,10327,-2.69E+03,16,109,689,1
4025.4,1956.93,-1130.25,5,63,166,1
6631.66,10360.2,-3.61E+03,13,109,689,1
13232.8,42203.7,-1.60E+03,48,234,1581,1
18108.7,246750,-13905,297,424,9398,0
9163.48,51069.2,-2.75E+03,20,188,2599,1
15057.5,85240,-7338,65,328,3464,0
19388.2,252520,-8433,53,353,7830,0
9298.67,16658.7,-3764.03,77,172,973,1
7562.51,21660,-4538,78,139,1359,0
4034.9,1939.26,-1073.54,5,63,166,1
15110.9,83013.4,-1.93E+03,53,223,2059,1
12033.3,88080,-3687,64,260,3800,0
22495.6,822542,-15757,91,633,27862,0
7033.95,13983.2,-2435.16,94,120,809,1
28904.6,860864,-15672,63,601,20653,0
12345.7,129127,-8041,47,297,5838,0
15865.9,160387,-10815,299,381,6749,0
19362.4,430144,-12026,340,494,14646,0
8781.95,9940.93,-3519.11,90,154,557,0
12923.2,60444,-4.77E+03,25,247,2754,1
12050.1,48336,-5349,40,250,2395,0
10094.5,49323,-5.60E+03,24,216,2677,1
7211.53,15929,-768,24,132,936,0
8429.54,16046,-4093,61,149,933,0
17129.6,127159,-8312,61,339,4727,0
15107.3,141034,-4.50E+03,40,315,5844,1
8681.16,16607.1,-2768.94,76,142,844,1
12494.6,57057,-9260,52,261,2536,0
15228.2,150313,-7045,64,318,6060,0
15238.8,60328.4,-6333.06,140,305,2610,1
8721.36,38743.2,-2.38E+03,22,196,1885,1
10965.5,50510.6,-4.91E+03,24,216,2677,1
7754.31,6868,-2778,21,139,429,0
7323.65,9466.18,-2.07E+03,38,154,587,1
18356.6,161104,-5.29E+03,85,388,6290,1
13361.8,108334,-7988,161,319,4624,0
14357.4,57520.2,-5.28E+03,26,215,2188,1
7876.93,11737.3,-2566.9,80,128,693,1
6902.03,15298.2,-2619.08,81,119,931,0
8761.29,20578,-3896,145,157,1161,0
7278.14,9494.52,-2373.61,19,123,621,1
16321.9,144540,-7488.98,207,362,5847,1
24354.2,253814,-10751,94,551,9006,0
9224.51,39349.4,-2.84E+03,17,196,1885,1
11388.1,77978.2,-6.82E+03,38,272,3539,1
7582.09,17794,-3642,30,143,1068,0
5726.7,4333.84,-9.14E+02,23,88,292,1
14621.2,129703,-6703,58,325,5326,0
15768.9,196429,-8144,62,367,7586,0
11584.6,50322.3,-5.21E+03,25,216,2677,1
7460.16,10315,-3540,67,125,585,0
6660.9,12937,-2472,15,122,804,0
11150.9,74953,-5116,55,229,3534,0
13974,60998.2,-5.55E+03,28,247,2754,1
12632.1,46213.9,-5869.65,61,273,2061,1
12091.3,43559.8,-1.13E+03,33,166,1414,1
11879.9,73170,-7014,62,253,3623,0
9151.83,23021.6,-2.50E+03,15,166,1111,1
13733.8,51883.9,-3.02E+03,36,234,2464,1
12455.8,101900,-6603,31,289,4621,0
13643.7,140510,-5.26E+03,37,315,5844,1
8527.11,11952,-3472,16,140,694,0
24266,250173,-9.37E+03,100,537,8350,1
13953.6,141231,-5.44E+03,42,315,5844,1
37333.6,1608170,-25314,184,898,33577,0
10759.4,35946.5,-2.81E+02,40,166,1111,1
9869.56,35266.6,-2.48E+03,23,166,1414,1
5729.35,3978,-1596,46,71,245,0
9772.83,42819,-3069,30,199,2057,0
17042.8,161063,-1.24E+04,72,388,6290,1
4885.3,5091,-1661,14,83,367,0
7827.53,4563,-3261,2,107,188,0
14046.2,57873.8,-3.24E+03,76,224,2192,1
20785.4,255605,3.03E+04,71,540,8870,1
4138.05,1957.18,-1092.79,5,63,166,1
7329.37,15991,-2582,19,159,889,0
9577.54,18666,-3293,15,114,487,0
9509.53,39254.3,-2.68E+03,19,196,1885,1
16329.3,152312,-76248,88,366,6190,0
7058.14,5274.66,-2126.34,59,107,346,1
8489.05,19884.4,-3090.38,92,151,1023,0
13114.3,88578,-6136,41,264,3537,0
14285.3,92828,-6.19E+03,49,254,3885,1
8344.76,18864,-4671,59,170,1110,0
12982.2,60943.9,-5.08E+03,33,247,2754,1
7748.79,27703.9,-3243.58,94,156,1521,0
18401.5,161278,-9.54E+03,80,388,6290,1
6344.76,7699,-2881,14,118,551,0
6916.11,4539,-2176,4,107,270,0
6325.24,5269.95,-2233.22,52,107,346,1
9604,39378.8,-3.14E+03,15,196,1885,1
9542.75,39777.1,-3.03E+03,21,196,1885,1
17365.3,123870,-7688,58,309,4251,0
6632.28,12373.4,-1828.77,14,105,765,1
4628.89,2932.95,-1230.71,32,71,249,1
8764.2,11956.4,-2704.76,87,136,619,1
8811.51,11583,-2341,7,113,518,0
20602.8,254676,-1.43E+04,81,540,8870,1
18637,298645,-14203,88,499,10980,0
10037.4,33637,-5475,32,182,1575,0
6211.95,8367.77,-1799.94,21,98,520,0
12548.1,115147,-2.92E+03,50,235,4905,1
8034.21,26943.4,-2906.79,99,156,1521,1
16416,122456,-7760,74,354,5219,0
6733.26,6458,-3734,10,119,428,0
12494.5,90004,-5348,46,206,2824,0
5252.08,7090.27,-2008.72,8,95,549,0
5510.29,4455.4,-1.28E+03,7,79,317,1
9968.11,25892.9,-1.97E+03,43,166,1111,1
9916.77,51743.8,-2.84E+03,32,188,2599,1
7280.09,8444,-2813,5,72,289,0
9565.85,18248,-3596,96,182,981,0
19296.1,161264,-9.59E+03,71,388,6290,1
6863.11,12506,-4202,22,144,811,0
6231.2,10584,-3306,56,121,690,0
20082.7,184117,-3.67E+03,77,403,6746,1
10592.9,50640.8,-4.71E+03,21,216,2677,1
11023.9,12646,-2682,33,175,555,0
19242.4,345736,-9217.89,92,440,10967,0
15025.5,77663,-5382,55,289,3460,0
4173.59,1953.99,-1118.72,7,63,166,1
9473.81,29054,-4160,22,166,1631,0
20419.4,233797,-10732,50,456,7708,0
16357.5,95670,-7268,172,321,3714,0
10415.4,28956,-4698,35,223,1578,0
24751.7,365104,-8691,105,520,11735,0
8082.78,31458,-3113,24,158,1806,0
8697.09,25107.7,-3142.19,34,157,1519,1
8269.86,12165,-3472,25,150,729,0
12376.3,113266,7.05E+02,41,235,4905,1
15018.4,104676,-6693,46,311,4066,0
9135.34,9994.75,-2.90E+03,35,154,587,1
10200.4,37029.1,-3.55E+03,45,196,1997,1
11166.3,66594,-3740,20,193,2822,0
9951.5,48716.7,-5.97E+03,35,216,2677,1
6331.28,10292,-2925,15,116,726,0
6818.41,14095.4,-2431.63,82,120,809,1
9149.05,20794,-3950,17,168,1111,0
7615.31,12692.2,-2993.08,16,132,806,0
8863.42,23978.8,-2912.68,26,154,1252,1
8264.38,20525.8,1.77E+04,18,166,1111,1
10171.9,73143,-5544,56,231,3452,0
6621.48,17858,-2851,16,118,1062,0
6455.64,5667,-3759,85,126,398,0
9594.44,17033.1,-3928.53,86,172,973,1
9857.93,40141.2,-3.58E+03,18,196,1885,1
6077.37,10296.5,-3.93E+03,22,109,689,1
10736.9,51211,-7770,128,249,2391,0
6977.32,14363.4,-1630.1,17,96,804,1
13716.5,53123.3,-4.76E+03,37,215,2188,1
17556.2,107232,-7601,39,328,3806,0
15983.6,115972,-4.50E+03,58,271,4426,1
9428.37,26916,-5420,96,166,1519,0
11014.1,87506.3,-2.75E+03,15,220,3450,1
7028.2,8862,-1397,27,135,584,0
9054.32,21634,-3734,29,149,1025,0
11157.4,84524.7,-2.11E+03,18,220,3450,1
15315.6,167383,-9745,79,387,6747,0
6454.99,11796.8,-1878.9,15,105,765,1
12643.8,51700,-6277,17,209,1871,0
17655.8,190578,-6091,63,317,7454,0
9331.98,22896,-2640,31,140,850,0
19389.3,246617,-11450,73,387,8080,0
8446.67,23531,-5411,14,167,1262,0
11535.2,50297.3,-5.08E+03,23,216,2677,1
17066,62802,-8038,79,331,2404,0
27940.6,1201810,-16063,124,616,32530,0
7953.72,16752,-3486,138,127,973,0
7503.62,13644,-2684,25,148,769,0
10374,50431,-5036,94,221,2254,0
13191.8,60642.1,-5.49E+03,24,247,2754,1
19778.2,409983,-1.14E+04,66,473,14125,1
13572.5,98155.4,-6478.81,171,281,4061,0
14848.3,169972,-4.99E+03,88,403,6746,1
9582.41,44132,-4902,21,205,2387,0
15608.4,115311,-4.61E+03,52,271,4426,1
7659.93,16065,-3086,53,161,930,0
10203.8,85569,-9062,5,237,3986,0
8044.71,15336,-3084,21,137,852,0
9810.81,29305,-5126,32,197,1420,0
13336.6,169793,-10572,46,314,6628,0
9640.17,17835,-4873,43,183,975,0
10215.2,48457.4,-3.85E+03,24,216,2677,1
2320.72,56.8702,-5.62E+02,96,33,5,1
21147.3,234874,-3.78E+03,97,537,8350,1
10008.1,9011,-2057,18,113,423,0
6814.93,10444,-3.08E+03,14,109,689,1
20132,296405,-11414,116,508,9831,0
3916.97,1228,-1243,7,53,102,0
27244.7,408580,-13376,117,649,12837,0
16056.7,172561,-5.13E+03,87,403,6746,1
5061.55,3885,-1611,42,84,292,0
10844,67197,-4388,171,218,3369,0
20872.4,535532,-17665,246,525,17130,0
16795.6,177114,-8712,55,342,6982,0
7025.08,14129.2,-2420.02,80,120,809,1
13911.4,51931.7,-2.07E+03,36,234,2464,1
35558.1,767330,-12671,155,679,16966,0
14216.4,93682.2,-4.75E+03,45,254,3885,1
17941.8,313146,-10698,108,496,11423,0
12423.3,73689,-6558,102,260,3209,0
8224.33,29909,-2312.54,27,132,1513,0
6993.78,5253.9,-2125.63,55,107,346,1
22636.5,253867,-1.36E+04,60,540,8870,1
17662.6,220185,-6346,46,367,7344,0
17875.5,246721,-9404,286,422,8995,0
4604.96,2835.74,-1396.18,50,67,224,0
13644,151365,-7378,47,322,6740,0
33076.4,1034590,-18277,159,820,29095,0
4811.09,4721,-1441,9,75,339,0
30148.1,870065,-17384,104,737,26039,0
7758.52,23090,-2830,19,166,1364,0
8476.08,19384.9,-1.03E+03,21,119,973,1
7014.55,5182.12,-2130.17,54,107,346,1
8266.16,10231.9,-2863.63,95,130,490,1
12522.3,114735,-7592,116,302,5318,0
8191.64,9961.2,-2925.56,98,130,490,1
7832.53,7976,-4063,27,146,430,0
10389.3,55155,-3557,20,205,2824,0
7656.49,15949,-4268,15,135,930,0
10780.2,83339.3,-2.49E+03,28,220,3450,1
7411.93,20355,-3594,28,179,1163,0
13521.4,154519,-7404,53,245,4334,0
14403.7,140106,-4.78E+03,38,315,5844,1
5702.15,8722,-1378,11,94,581,0
4542.28,5311,-2197,18,76,396,0
8053.46,16078,-3614,32,148,891,0
12764.2,48389,-3600,76,250,1639,0
4162.97,1941.62,-1068.4,8,63,166,1
12063,45149.4,-2.44E+03,45,223,2059,1
8150.86,9547.89,-3002.91,25,138,554,1
23005.9,470987,-1.34E+04,59,483,15505,1
7853.16,24393,-1586,93,157,1207,0
5710.25,4126.56,-1494.33,119,88,318,1
6436.1,18889,-2737,24,123,1207,0
3578.89,1967.22,-644.736,3,43,161,0
22565.1,239448,-1.12E+04,100,537,8350,1
5400.06,3520.91,-701.425,35,51,132,1
11338.1,54650,-3674,47,219,2391,0
17538.9,196063,-5.11E+03,60,390,7459,1
7931.15,15277,-2424,19,143,771,0
4856.78,3078.27,-1153.84,30,71,249,1
9801.06,34522,-4150,118,186,1698,0
10589.2,46863,-6468,36,184,1810,0
12742.1,51186.9,-5.34E+03,33,234,2464,1
11464.1,32079,-5161,40,188,1521,0
6240.92,7430.59,-1611.26,48,93,545,1
17765,76543,-8164,435,267,2130,0
10151.7,10269.6,-1.67E+03,32,154,587,1
12248.4,49620.9,-3.84E+03,42,234,2464,1
11262.7,86010.9,-1.60E+03,23,220,3450,1
25256.7,476140,-1.26E+04,54,483,15505,1
8996.61,25595,-4984,81,175,1466,0
16394,102313,-6697,40,323,4153,0
8659.58,28084,-3323,62,150,1305,0
14634.3,58137.8,-2.52E+03,38,223,2059,1
14353.8,121382,-8811,213,317,4723,0
9297.52,38657.5,-3.05E+03,14,196,1885,1
6690.99,5131.75,-2218.81,51,107,346,1
14138.9,66169.7,-2.99E+03,55,224,2192,1
8600.76,22370,-1212,239,143,1018,0
5229.85,2314,-2097,7,81,184,0
13202.9,61458,-6027,27,250,2610,0
6611.8,6019,-2413,20,119,400,0
7397.05,8386,-1087,24,121,485,0
14505.4,185774,-7643,59,335,7099,0
24582.1,266116,-6.89E+03,70,540,8870,1
12939.8,42689,-7420,155,264,1873,0
12034.9,46821,-4907,42,204,1694,0
10280.4,69719,-5923,37,277,3294,0
13080.6,58502,-7207,45,289,2683,0
7378.54,10077,-1937,10,112,585,0
18563.1,274133,-7405,58,458,9003,0
6746.87,6204,-3649,41,115,427,0
6429.64,11942,-3785,70,129,729,0
9504.03,42090,-6041,71,263,1997,0
7219.14,9639.25,-3094.69,20,138,554,1
18052.1,314550,-10434,95,419,11869,0
7855.94,16821,-1851,29,127,896,0
16757,152255,-5393,38,332,5857,0
9805.79,10383.3,-2.15E+03,34,154,587,1
7062.27,13829,-2421.76,93,120,809,1
7070.81,12149.2,-1591.09,17,105,765,1
13007.2,88088,-5658,30,232,2900,0
11430.4,66073,-5077,26,237,2822,0
6352.67,8991,-2161,11,121,616,0
11838.9,47987,-6127,64,245,2463,0
6687.26,10381.9,-3.06E+03,27,109,689,1
13484.7,51873,-2.14E+03,41,234,2464,1
11934.2,62337,-5325,129,243,3050,0
17432.4,245147,-10885,89,373,8989,0
13101.9,60926.6,-5.36E+03,24,247,2754,1
16156.4,125054,-7554,179,330,4821,0
9810.74,38672.4,-4212.81,38,193,2118,1
12392.9,78491.6,-4.68E+03,46,272,3539,1
5541.25,4197.2,-1505.6,121,88,318,1
8782.24,10374.9,-2731.6,85,139,587,1
9797.74,24261.2,-5.45E+02,13,166,1111,1
13939.6,59278.1,-6717.38,87,305,2610,1
9400.3,32302.6,-3564.71,80,176,1922,1
24272.9,242786,-1.01E+04,108,537,8350,1
14012.7,91518,-6982,32,316,3980,0
21649.7,410520,-9.64E+03,60,473,14125,1
10352.7,37828,-3.04E+03,40,196,1997,1
5060,4467.27,-2.21E+03,17,85,343,1
11389.5,38072.2,-2.84E+03,41,196,1997,1
8880.34,51873.7,-3.87E+03,20,188,2599,1
15012,83220,-1.88E+03,72,223,2059,1
7540.5,6903,-1599,15,130,456,0
5219.95,2406,-1968,17,87,206,0
5665.06,3594,-3126,11,88,228,0
6268.3,6034,-1882,65,90,420,0
13106.3,82418,-7527,47,325,3465,0
12843.2,60525,-4.57E+03,25,247,2754,1
12951.5,90628.1,-5.31E+03,63,254,3885,1
6478.4,15429,-3243,174,134,890,0
8107,10299,-1539,15,106,456,0
8148.11,26179.2,-3.09E+03,33,156,1364,1
9540.36,22085,-4228,9,178,1259,0
8257.41,26603,-4922,10,142,1109,0
11026.7,27192.8,-4230.15,43,214,1469,1
11461.1,50278.2,1.20E+04,27,216,2677,1
24082.5,268803,-1.35E+04,79,540,8870,1
13009.2,49986,-6042,51,241,2255,0
9322.98,27727.2,-2887.89,96,158,1403,1
2682.02,66.7695,-4.28E+02,8,33,5,1
7913.37,14574,-2953,19,136,804,0
11977.9,33201.3,-1.34E+03,31,234,1581,1
4174.81,2012.1,-1079.16,5,63,166,1
8092.19,12422,-3513,24,145,733,0
9287.9,27739.8,-2934.02,99,158,1403,1
4726.64,2957.81,-1345.67,42,67,224,1
14774,89001,-6210,61,288,3630,0
5443.41,5607,-2813,46,96,371,0
9024.83,33309,-5994,52,182,1696,0
4262.84,409,-952,9,55,36,0
6902.46,6002,-3025,7,104,373,0
11320.6,45098,-3133,21,203,2059,0
11806.4,53274,-8214,141,247,2466,0
6389.65,10004,-2301,8,91,551,0
26877.9,653887,-15487,125,647,18675,0
11967.4,76136,-5349,22,200,3448,0
7426.12,14291.6,-2388.14,83,120,809,1
11056.9,37712.1,-3863.9,104,205,1751,1
7205.99,8650,-3260,61,128,520,0
10114,33666,-4477,35,210,1698,0
6715.77,9432,-2770,44,116,524,0
8612.34,38828.1,-4861.1,95,207,1995,0
14706.7,68256.7,-4.93E+02,65,223,2059,1
9275.13,16920.7,-3645.26,57,172,973,1
11283.4,49677,-4.78E+03,21,216,2677,1
23275,468476,-1.25E+04,44,483,15505,1
7639.79,58695,-5861,1,181,3216,0
19595.7,179419,-6.99E+03,56,403,6746,1
11969.7,70389.6,-6471.76,27,272,3295,0
13361.5,78767.4,-5.47E+03,54,272,3539,1
9252.19,14009,-2288,13,164,770,0
7029.5,13848.5,-2308.19,83,120,809,1
4470.58,1600,-1309,6,58,134,0
10132.3,50036,-2832,78,183,2250,0
9543.15,17060.7,-4010.36,81,172,973,1
7300.79,15028.3,-2736.91,80,134,970,1
14146.7,116267,-5785,69,311,4916,0
20891.8,204844,-11045,67,410,6866,0
6035.29,7427.68,-1650.36,50,93,545,1
8606.25,8420,-4215,15,147,491,0
7175.52,5550,-3369,10,122,321,0
17944.7,171938,-6960,30,339,5849,0
9039.99,27411.8,-3012.01,98,158,1403,1
10241.7,36923.8,-3.22E+03,40,196,1997,1
11324.7,51425,-5248,140,237,2607,0
5433.1,4107,-1627,12,85,318,0
6159.77,7535.97,-1600.03,52,93,545,1
10165.3,38181.2,-3980.3,33,193,2118,1
13020.1,79684,-918,126,274,2834,0
29123.9,469993,-13877,340,680,14154,0
12257.1,56005.8,-3.77E+03,34,224,2192,1
14233.3,222720,-7509,56,347,9121,0
7386.03,14188,-2902,32,156,845,0
9030.74,25612,-2887,27,161,1306,0
13086.8,45453.2,-5817.64,61,273,2061,1
13758.5,52944.1,-4.27E+03,39,215,2188,1
6661.2,2238,-2309,16,118,186,0
9662.35,20556,-5101,103,161,1068,0
13866.4,45883,-7281,128,279,2061,0
25970.4,749838,-12956,66,556,21655,0
16495.1,105916,-8187,71,338,4075,0
11488.1,46860.1,-4.83E+03,23,215,2188,1
11511.3,66836.7,-5305.24,43,243,2902,0
5190.83,3406.47,-797.322,49,51,132,1
6241.87,7322.26,-1558.11,52,93,545,1
12026.7,113774,-2.52E+03,41,235,4905,1
9351.84,43231,-5611,52,185,2315,0
14368.7,151613,-8315,59,320,6285,0
18675.9,266829,-9105,93,430,9683,0
23898.1,477592,-1.43E+04,58,483,15505,1
24522.3,471624,-1.26E+04,45,483,15505,1
7502.92,15743.5,-2855.96,79,134,970,1
9165.63,39094.7,-2.26E+03,21,196,1885,1
6923.75,4950.68,-1951.6,29,107,346,1
8515.84,20911,-4048,50,159,1206,0
6988.65,7544,-3751,60,113,426,0
9871.15,32501.3,-3665.51,82,176,1922,1
13164.6,91482.2,-5.53E+03,48,254,3885,1
20780.1,203310,-11490,202,471,6077,0
7801.32,18436,-2878,118,127,1017,0
13982.9,51982.5,-4.24E+03,44,234,2464,1
8960.91,27511.3,-3.49E+03,25,166,1414,1
16865.8,182261,-6757,242,392,7454,0
8593.58,25265.7,-3219.63,30,157,1519,1
10437.9,38065.3,-4011.72,27,193,2118,1
15185.4,225061,-10719,49,393,8734,0
3838.67,1782.72,-1120.74,17,63,166,1
4527.2,2871,-2269,23,77,222,0
18443.4,160486,-9.48E+03,87,388,6290,1
6362.52,7254.32,-1650.84,50,93,545,1
8410.66,25121.4,-3192.58,28,157,1519,1
8472.22,13488.3,-3038.63,19,148,729,1
7126.17,14067,-2411.41,87,120,809,1
19120.3,175863,-10090,66,405,6185,0
9023,27471.7,-3087.19,98,158,1403,1
11853.7,94359,-7039,31,293,4245,0
19809,181137,-4.77E+03,77,403,6746,1
7885.9,9511.97,-2907.92,20,138,554,1
24057.2,280260,-1.18E+04,84,540,8870,1
9644.81,27813,-3546,23,183,1367,0
8265.77,27837,-3169,35,166,1579,0
22740.6,361652,-5.96E+03,107,462,11563,1
5510.27,4596.26,-8.91E+02,19,88,292,1
9392.55,17590.5,-3872.73,69,172,973,1
8860.37,12166.2,-2713.05,93,136,619,1
22937.9,441558,-12300,120,565,13977,0
12756.1,71641,-6836,43,237,2980,0
15745.3,188669,-10522,39,400,7584,0
16963.4,162710,-5835,106,368,6632,0
4243.39,1958.66,-977.967,5,63,166,1
18032,177266,-6.93E+03,66,403,6746,1
12534.3,65929,-4792,17,213,2750,0
8103.57,9424.79,-2999.65,18,138,554,1
17665.7,262224,-10708,153,449,9546,0
10556.3,24587,-5161,34,203,1314,0
9116.18,27139,-5348,19,172,1418,0
13020.1,43856,-7670,76,286,1807,0
9144.75,26529.5,-3.05E+03,32,156,1364,1
15772.5,118142,-4.65E+03,53,271,4426,1
18650.6,379797,-12273,79,477,13306,0
11605.9,112765,-2.64E+03,44,235,4905,1
14444.2,306659,-8860,56,362,12482,0
6207.94,4782,-4071,15,108,319,0
8703.46,12296.2,-2760.41,96,136,619,1
7936.34,7034,-1892,23,130,401,0
7527.58,7485,-3029,3,124,427,0
6859.68,10327.7,-1.97E+03,14,109,689,1
5737.32,4189.12,-1251.91,122,88,318,1
14036.5,61957,-5160,29,271,2753,0
11445.9,50198.5,-3.67E+03,21,216,2677,1
17487.3,190459,-12995,213,385,7096,0
11843.3,50626,-5590,37,222,2190,0
12341.1,78212.9,-7.00E+03,51,272,3539,1
23902,495406,-17087,135,633,15518,0
9755.62,39124.4,-2.95E+03,22,196,1885,1
17353.3,160560,-7185.68,72,352,6744,1
7475.73,14413.6,-2318.55,89,120,809,1
19465.8,148891,-11212,184,362,4930,0
8413.92,8778,-2836,11,108,317,0
19805.9,193607,-5891,56,390,5427,0
4423.04,2347.78,-949.336,48,51,132,1
15230.1,94747,-6792,80,322,3889,0
11126.9,47950,-3592,30,187,1997,0
7479.31,9269.14,-3099.19,29,138,554,1
10665.4,79696,-6138,64,263,3794,0
6757.44,9791,-3311,15,102,616,0
15168.7,126647,-5984,48,314,4913,0
13924,140483,-4.65E+03,47,315,5844,1
15970.8,186170,-8294,47,340,7696,0
18374.8,178742,-6.08E+03,66,403,6746,1
14822.6,54955,-5.35E+03,35,215,2188,1
18748,161504,-9.59E+03,87,388,6290,1
9625.96,16948.4,-3933.21,78,172,973,1
21002.2,245444,-1.46E+04,81,540,8870,1
10712.6,31987.6,-4935.66,106,204,1692,0
14492.2,143648,-6021.64,167,308,6057,1
9051.53,23420,-3110,27,179,1312,0
13123.2,60739.8,-4.94E+03,32,247,2754,1
22126.5,313801,-14355,90,604,11135,0
6657.22,10328.1,-2.88E+03,13,109,689,1
12989.2,59808,-6158,191,262,2973,0
10531.8,105416,-4725,34,245,4999,0
10245.4,46741,-3.54E+03,29,216,2677,1
17099.2,136494,-10925,82,418,5223,0
8035.89,8791,-2323,18,118,486,0
14315.5,141095,-6434,195,297,5733,0
12634.9,96773,-6422,139,287,4148,0
8452.41,19915,-4480,38,130,1153,0
7729.33,26693,-3277,20,133,1569,0
16013.5,158878,-9898,50,347,5642,0
3429.65,1359.07,-654.065,32,40,100,0
11389.6,26771,-3052,56,163,770,0
8179.01,14236,-3270,50,138,931,0
15546.2,219097,-10307,60,380,8329,0
13892.7,143280,-6281.03,157,308,6057,1
8866.91,26314.9,-1.63E+03,27,156,1364,1
9080.86,20189,-4767,109,164,1065,0
21645.3,261098,-10275,137,441,7591,0
20533.1,288372,-13643,308,491,10392,0
11979.7,34962.4,-2.64E+03,40,234,1581,1
8756.46,38629.6,-2.42E+03,22,196,1885,1
22814.2,473027,-1.42E+04,67,483,15505,1
12657.2,104063,-6402,41,313,4721,0
7333.51,14960.1,-2780.99,76,134,970,1
9871.74,37738.3,-4053.85,25,193,2118,1
15346.5,55995.7,-4.70E+03,37,215,2188,1
26076.9,491957,-11860,167,555,12044,0
4792.93,2982.05,-1222.96,40,71,249,1
9860.22,47521,-4164,35,200,2465,0
12343.2,106580,-8275,56,315,4623,0
14883.9,113041,-8358,37,311,4910,0
6921.28,9237,-3256,37,116,615,0
9058.81,27191.2,-3.12E+03,35,156,1364,1
13242.9,90117,-6668,38,263,3797,0
12150.4,35499,-5749,35,197,1808,0
14258.5,51744.5,-5.46E+03,34,215,2188,1
11707.4,29321.5,-4103.34,11,179,1212,0
11624,92106,-5656,40,236,4059,0
11020.6,35953,-4783,82,194,1582,0
7256.58,16538,-2855,47,117,928,0
9290.48,24048,-5443,35,180,1362,0
8043.19,21730,-3253,28,154,1305,0
7092.17,18557,-3491,27,130,1062,0
10269.6,16502,-2878,70,194,941,0
9123.59,16967.1,-2725.06,65,142,844,1
7739.84,13420,-2830,9,90,613,0
14423.9,160026,-6986,34,315,6401,0
8361.42,12016.4,-2481.14,86,128,693,1
10712.8,57843,-6038,37,251,2977,0
13952.3,56593.3,-3.31E+03,23,215,2188,1
12368.6,89909,-6390,38,268,3555,0
12864.2,53458,-4921,56,272,2321,0
5589.71,4245.66,-1492.5,123,88,318,1
9499.44,39109.5,-2.42E+03,20,196,1885,1
13502.1,75927.3,-4.04E+03,44,264,3217,1
6262.62,7774.27,-1686.72,49,93,545,1
4964.18,3005.76,-1248.41,43,67,224,1
6888.95,10446,-2584,46,112,689,0
7281.52,15417,-2918.31,75,134,970,0
8627.82,22564,-4496,104,151,1309,0
15204,65870.5,-5.30E+03,46,215,2188,1
7309.76,12500,-2478,29,151,806,0
8108.12,16838,-3341,36,159,974,0
9261.42,10534.5,-566.86,0,130,490,1
6281.22,18698,-2943,30,118,1201,0
21491.5,115017,-10443,65,447,3813,0
12503.2,54103,-5672,83,199,2186,0
20812.9,263204,-13170,351,556,8611,0
8998.16,16628,-4142,13,157,933,0
5889.74,5019.13,-1.84E+03,8,79,292,1
12771.1,114015,-2.81E+03,43,235,4905,1
9538.53,56501,-4925,14,173,2664,0
27564.9,473966,-13486,73,609,14484,0
20893.3,144606,-7.53E+03,81,449,5537,1
4652.98,2949.59,-1220.68,39,71,249,1
20529.1,199408,-4.55E+03,84,403,6746,1
16933.9,161557,-1.16E+04,68,388,6290,1
18363.6,213573,-10076,247,388,7708,0
10247.1,21673,-5139,41,197,1025,0
11165.2,62912,-4330,55,205,2749,0
7180.39,6250,-3088,29,121,404,0
13959.3,141307,-4.83E+03,45,315,5844,1
4591.73,3032.56,-1250,38,71,249,1
13326,118648,-6901,57,307,5214,0
6397.89,4986,-968,6,102,270,0
8192.7,16781.6,-2766.07,78,142,844,1
8357.59,16920.1,-2665.08,73,142,844,1
13345.9,91590.4,-5.00E+03,61,254,3885,1
8323.32,25348.7,-3150.3,35,157,1519,1
6966.87,8664,-1366,11,135,553,0
6425.42,4872,-3652,42,105,247,0
12062.9,40010,-2844,36,232,1872,0
8819.31,22295,-4467,36,189,1167,0
17446.8,117724,-8942,60,371,4347,0
9819.44,13987,-3852,22,170,732,0
6200.97,11629.1,-1938.1,9,105,765,1
11256.4,50455.1,-4.22E+03,18,216,2677,1
14097.2,74090,-10355,140,325,3223,0
8695.18,38636.4,-2.92E+03,18,196,1885,1
7421.3,25905.5,-1.51E+03,37,166,1414,1
7437.23,15335.4,-2615.05,61,134,970,1
11257.8,51260.4,-4.93E+03,21,216,2677,1
12267.4,88963,-5225,27,277,4421,0
11641,85283,-5184,28,244,3795,0
16655.6,157508,-9783,66,393,6185,0
6255.53,1432,-250,8,81,88,0
6130.77,10362.3,-3.24E+03,13,109,689,1
5923.59,4863,-1367,49,86,315,0
8671.49,25152.6,-2976.89,30,157,1519,1
6390.06,13575,-4016,26,123,846,0
37563.7,1073140,-22125,184,775,25801,0
